word,category,genre,number,syllables,tonic
reposo,sustantivo,neutro,singular,re po so,2
reservas,sustantivo,neutro,singular,re ser vas,2
resina,sustantivo,neutro,singular,re si na,2
retirada,sustantivo,neutro,singular,re ti ra da,3
retiro,sustantivo,neutro,singular,re ti ro,2
retoño,sustantivo,neutro,singular,re to ño,2
retorno,sustantivo,neutro,singular,re tor no,2
revés,sustantivo,neutro,singular,re vés,2
revuelta,sustantivo,neutro,singular,re vuel ta,2
rey,sustantivo,neutro,singular,rey,1
reyes,sustantivo,neutro,singular,re yes,1
rivera,sustantivo,neutro,singular,ri ve ra,2
rizo,sustantivo,neutro,singular,ri zo,1
roble,sustantivo,neutro,singular,ro ble,1
robledo,sustantivo,neutro,singular,ro ble do,2
robles,sustantivo,neutro,singular,ro bles,1
rocha,sustantivo,neutro,singular,ro cha,1
roche,sustantivo,neutro,singular,ro che,1
rocío,sustantivo,neutro,singular,ro cí o,2
rodeo,sustantivo,neutro,singular,ro de o,2
roja,sustantivo,neutro,singular,ro ja,1
rojo,sustantivo,neutro,singular,ro jo,1
romero,sustantivo,neutro,singular,ro me ro,2
ronda,sustantivo,neutro,singular,ron da,1
rosa,sustantivo,neutro,singular,ro sa,1
rosal,sustantivo,neutro,singular,ro sal,2
rosales,sustantivo,neutro,singular,ro sa les,2
rosario,sustantivo,neutro,singular,ro sa rio,2
rosas,sustantivo,neutro,singular,ro sas,1
rosita,sustantivo,neutro,singular,ro si ta,2
roto,sustantivo,neutro,singular,ro to,1
rotura,sustantivo,neutro,singular,ro tu ra,2
rozo,sustantivo,neutro,singular,ro zo,1
rueda,sustantivo,neutro,singular,rue da,1
sabanilla,sustantivo,neutro,singular,sa ba ni lla,3
saca,sustantivo,neutro,singular,sa ca,1
saco,sustantivo,neutro,singular,sa co,1
sagrada,sustantivo,neutro,singular,sa gra da,2
sagrado,sustantivo,neutro,singular,sa gra do,2
salada,sustantivo,neutro,singular,sa la da,2
salado,sustantivo,neutro,singular,sa la do,2
salados,sustantivo,neutro,singular,sa la dos,2
salgar,sustantivo,neutro,singular,sal gar,2
salguero,sustantivo,neutro,singular,sal gue ro,2
salí,sustantivo,neutro,singular,sa lí,2
salina,sustantivo,neutro,singular,sa li na,2
salinas,sustantivo,neutro,singular,sa li nas,2
salitral,sustantivo,neutro,singular,sa li tral,3
salitre,sustantivo,neutro,singular,sa li tre,2
salón,sustantivo,neutro,singular,sa lón,2
salto,sustantivo,neutro,singular,sal to,1
salvador,sustantivo,neutro,singular,sal va dor,3
salvadora,sustantivo,neutro,singular,sal va do ra,3
samaria,sustantivo,neutro,singular,sa ma ria,2
sardinas,sustantivo,neutro,singular,sar di nas,2
sativa,sustantivo,neutro,singular,sa ti va,2
seca,sustantivo,neutro,singular,se ca,1
secadero,sustantivo,neutro,singular,se ca de ro,3
seco,sustantivo,neutro,singular,se co,1
secreto,sustantivo,neutro,singular,se cre to,2
seis,sustantivo,neutro,singular,seis,1
selva,sustantivo,neutro,singular,sel va,1
sendero,sustantivo,neutro,singular,sen de ro,2
sereno,sustantivo,neutro,singular,se re no,2
serenos,sustantivo,neutro,singular,se re nos,2
severa,sustantivo,neutro,singular,se ve ra,2
sevilla,sustantivo,neutro,singular,se vi lla,2
sevillano,sustantivo,neutro,singular,se vi lla no,3
sierra,sustantivo,neutro,singular,sie rra,1
siete,sustantivo,neutro,singular,sie te,1
silencio,sustantivo,neutro,singular,si len cio,2
silla,sustantivo,neutro,singular,si lla,1
silvestre,sustantivo,neutro,singular,sil ves tre,2
sirena,sustantivo,neutro,singular,si re na,2
sitio,sustantivo,neutro,singular,si tio,1
socorro,sustantivo,neutro,singular,so co rro,2
sol,sustantivo,neutro,singular,sol,1
solano,sustantivo,neutro,singular,so la no,2
soldado,sustantivo,neutro,singular,sol da do,2
soledad,sustantivo,neutro,singular,so le dad,3
solera,sustantivo,neutro,singular,so le ra,2
sombra,sustantivo,neutro,singular,som bra,1
sonora,sustantivo,neutro,singular,so no ra,2
sopó,sustantivo,neutro,singular,so pó,2
sora,sustantivo,neutro,singular,so ra,1
sotavento,sustantivo,neutro,singular,so ta ven to,3
sube,sustantivo,neutro,singular,su be,1
subida,sustantivo,neutro,singular,su bi da,2
sucre,sustantivo,neutro,singular,su cre,1
sueva,sustantivo,neutro,singular,sue va,1
suspiro,sustantivo,neutro,singular,sus pi ro,2
tabla,sustantivo,neutro,singular,ta bla,1
tablas,sustantivo,neutro,singular,ta blas,1
taca,sustantivo,neutro,singular,ta ca,1
tagua,sustantivo,neutro,singular,ta gua,1
tajo,sustantivo,neutro,singular,ta jo,1
taladro,sustantivo,neutro,singular,ta la dro,2
tallas,sustantivo,neutro,singular,ta llas,1
támara,sustantivo,neutro,singular,tá ma ra,1
tanela,sustantivo,neutro,singular,ta ne la,2
tapado,sustantivo,neutro,singular,ta pa do,2
tapera,sustantivo,neutro,singular,ta pe ra,2
tapias,sustantivo,neutro,singular,ta pias,1
tarazá,sustantivo,neutro,singular,ta ra zá,3
tasco,sustantivo,neutro,singular,tas co,1
teatino,sustantivo,neutro,singular,te a ti no,3
tejar,sustantivo,neutro,singular,te jar,2
templo,sustantivo,neutro,singular,tem plo,1
terrero,sustantivo,neutro,singular,te rre ro,2
tesalia,sustantivo,neutro,singular,te sa lia,2
tesoro,sustantivo,neutro,singular,te so ro,2
tía,sustantivo,neutro,singular,tí a,1
tienda,sustantivo,neutro,singular,tien da,1
tierra,sustantivo,neutro,singular,tie rra,1
tigre,sustantivo,neutro,singular,ti gre,1
tío,sustantivo,neutro,singular,tí o,1
tirano,sustantivo,neutro,singular,ti ra no,2
toca,sustantivo,neutro,singular,to ca,1
todos,sustantivo,neutro,singular,to dos,1
toledo,sustantivo,neutro,singular,to le do,2
tolú,sustantivo,neutro,singular,to lú,2
toma,sustantivo,neutro,singular,to ma,1
tomás,sustantivo,neutro,singular,to más,2
tomate,sustantivo,neutro,singular,to ma te,2
tona,sustantivo,neutro,singular,to na,1
topa,sustantivo,neutro,singular,to pa,1
torno,sustantivo,neutro,singular,tor no,1
toro,sustantivo,neutro,singular,to ro,1
torre,sustantivo,neutro,singular,to rre,1
torres,sustantivo,neutro,singular,to rres,1
tranquila,sustantivo,neutro,singular,tran qui la,2
travesía,sustantivo,neutro,singular,tra ve sí a,3
travesías,sustantivo,neutro,singular,tra ve sí as,3
tres,sustantivo,neutro,singular,tres,1
tributo,sustantivo,neutro,singular,tri bu to,2
trigo,sustantivo,neutro,singular,tri go,1
triunfo,sustantivo,neutro,singular,triun fo,1
tropezón,sustantivo,neutro,singular,tro pe zón,3
trueno,sustantivo,neutro,singular,true no,1
tunal,sustantivo,neutro,singular,tu nal,2
tupe,sustantivo,neutro,singular,tu pe,1
tupes,sustantivo,neutro,singular,tu pes,1
turbo,sustantivo,neutro,singular,tur bo,1
tusas,sustantivo,neutro,singular,tu sas,1
tuta,sustantivo,neutro,singular,tu ta,1
umbría,sustantivo,neutro,singular,um brí a,2
une,sustantivo,neutro,singular,u ne,1
uno,sustantivo,neutro,singular,u no,1
uveros,sustantivo,neutro,singular,u ve ros,2
vacas,sustantivo,neutro,singular,va cas,1
vado,sustantivo,neutro,singular,va do,1
vados,sustantivo,neutro,singular,va dos,1
valdivia,sustantivo,neutro,singular,val di via,2
valle,sustantivo,neutro,singular,va lle,1
vallejuelo,sustantivo,neutro,singular,va lle jue lo,3
valles,sustantivo,neutro,singular,va lles,1
vapor,sustantivo,neutro,singular,va por,2
vaquería,sustantivo,neutro,singular,va que rí a,3
varas,sustantivo,neutro,singular,va ras,1
vargas,sustantivo,neutro,singular,var gas,1
vega,sustantivo,neutro,singular,ve ga,1
vegas,sustantivo,neutro,singular,ve gas,1
veintiocho,sustantivo,neutro,singular,vein tio cho,2
vela,sustantivo,neutro,singular,ve la,1
venado,sustantivo,neutro,singular,ve na do,2
venados,sustantivo,neutro,singular,ve na dos,2
venecia,sustantivo,neutro,singular,ve ne cia,2
venero,sustantivo,neutro,singular,ve ne ro,2
venta,sustantivo,neutro,singular,ven ta,1
ventana,sustantivo,neutro,singular,ven ta na,2
ventanas,sustantivo,neutro,singular,ven ta nas,2
venturosa,sustantivo,neutro,singular,ven tu ro sa,3
veranillo,sustantivo,neutro,singular,ve ra ni llo,3
verde,sustantivo,neutro,singular,ver de,1
verso,sustantivo,neutro,singular,ver so,1
vetas,sustantivo,neutro,singular,ve tas,1
vía,sustantivo,neutro,singular,ví a,1
vicente,sustantivo,neutro,singular,vi cen te,2
vida,sustantivo,neutro,singular,vi da,1
vidal,sustantivo,neutro,singular,vi dal,2
viento,sustantivo,neutro,singular,vien to,1
vientos,sustantivo,neutro,singular,vien tos,1
viera,sustantivo,neutro,singular,vie ra,1
vigía,sustantivo,neutro,singular,vi gí a,2
villa,sustantivo,neutro,singular,vi lla,1
villanueva,sustantivo,neutro,singular,vi lla nue va,3
villas,sustantivo,neutro,singular,vi llas,1
villeta,sustantivo,neutro,singular,vi lle ta,2
vinculo,sustantivo,neutro,singular,vin cu lo,2
violetas,sustantivo,neutro,singular,vio le tas,2
viro,sustantivo,neutro,singular,vi ro,1
viso,sustantivo,neutro,singular,vi so,1
vista,sustantivo,neutro,singular,vis ta,1
vivas,sustantivo,neutro,singular,vi vas,1
vuelta,sustantivo,neutro,singular,vuel ta,1
vueltas,sustantivo,neutro,singular,vuel tas,1
yaguas,sustantivo,neutro,singular,ya guas,1
yapú,sustantivo,neutro,singular,ya pú,2
yeso,sustantivo,neutro,singular,ye so,1
yucal,sustantivo,neutro,singular,yu cal,2
yumbo,sustantivo,neutro,singular,yum bo,1
zamora,sustantivo,neutro,singular,za mo ra,2
zancudo,sustantivo,neutro,singular,zan cu do,2
zapato,sustantivo,neutro,singular,za pa to,2
zapatoca,sustantivo,neutro,singular,za pa to ca,3
zapotal,sustantivo,neutro,singular,za po tal,3
andrés,sustantivo,neutro,singular,an drés,2
archipiélago,sustantivo,neutro,singular,ar chi pié la go,3
cauca,sustantivo,neutro,singular,cau ca,1
cesar,sustantivo,neutro,singular,ce sar,2
chocó,sustantivo,neutro,singular,cho có,2
meta,sustantivo,neutro,singular,me ta,1
sucre,sustantivo,neutro,singular,su cre,1
valle,sustantivo,neutro,singular,va lle,1
atures,sustantivo,neutro,singular,a tu res,2
cajigal,sustantivo,neutro,singular,ca ji gal,3
guanta,sustantivo,neutro,singular,guan ta,1
ana,sustantivo,neutro,singular,a na,1
sotillo,sustantivo,neutro,singular,so ti llo,2
gallegos,sustantivo,neutro,singular,ga lle gos,2
lamas,sustantivo,neutro,singular,la mas,1
zamora,sustantivo,neutro,singular,za mo ra,2
andrés,sustantivo,neutro,singular,an drés,2
rojas,sustantivo,neutro,singular,ro jas,1
heres,sustantivo,neutro,singular,he res,1
piar,sustantivo,neutro,singular,piar,1
libertador,sustantivo,neutro,singular,li ber ta dor,4
mora,sustantivo,neutro,singular,mo ra,1
federación,sustantivo,neutro,singular,fe de ra ción,4
taques,sustantivo,neutro,singular,ta ques,1
mellado,sustantivo,neutro,singular,me lla do,2
maría,sustantivo,neutro,singular,ma rí a,2
blanco,sustantivo,neutro,singular,blan co,1
torres,sustantivo,neutro,singular,to rres,1
chacón,sustantivo,neutro,singular,cha cón,2
campo,sustantivo,neutro,singular,cam po,1
noguera,sustantivo,neutro,singular,no gue ra,2
parra,sustantivo,neutro,singular,pa rra,1
olmedo,sustantivo,neutro,singular,ol me do,2
pinto,sustantivo,neutro,singular,pin to,1
salinas,sustantivo,neutro,singular,sa li nas,2
pueblo,sustantivo,neutro,singular,pue blo,1
lora,sustantivo,neutro,singular,lo ra,1
salas,sustantivo,neutro,singular,sa las,1
carrizal,sustantivo,neutro,singular,ca rri zal,3
independencia,sustantivo,neutro,singular,in de pen den cia,4
salias,sustantivo,neutro,singular,sa lias,1
castillo,sustantivo,neutro,singular,cas ti llo,2
plaza,sustantivo,neutro,singular,pla za,1
agua,sustantivo,neutro,singular,a gua,1
blanca,sustantivo,neutro,singular,blan ca,1
papelón,sustantivo,neutro,singular,pa pe lón,3
onoto,sustantivo,neutro,singular,o no to,2
salmerón,sustantivo,neutro,singular,sal me rón,3
mata,sustantivo,neutro,singular,ma ta,1
mejía,sustantivo,neutro,singular,me jí a,2
montes,sustantivo,neutro,singular,mon tes,1
libertad,sustantivo,neutro,singular,li ber tad,3
costa,sustantivo,neutro,singular,cos ta,1
carache,sustantivo,neutro,singular,ca ra che,2
campos,sustantivo,neutro,singular,cam pos,1
monte,sustantivo,neutro,singular,mon te,1
losada,sustantivo,neutro,singular,lo sa da,2
mara,sustantivo,neutro,singular,ma ra,1
rosario,sustantivo,neutro,singular,ro sa rio,2
delta,sustantivo,neutro,singular,del ta,1
nueva,sustantivo,neutro,singular,nue va,1
esparta,sustantivo,neutro,singular,es par ta,2
sucre,sustantivo,neutro,singular,su cre,1
vargas,sustantivo,neutro,singular,var gas,1
caracas,sustantivo,neutro,singular,ca ra cas,2
ciudad,sustantivo,neutro,singular,ciu dad,2
barcelona,sustantivo,neutro,singular,bar ce lo na,3
punto,sustantivo,neutro,singular,pun to,1
fijo,sustantivo,neutro,singular,fi jo,1
coro,sustantivo,neutro,singular,co ro,1
cabello,sustantivo,neutro,singular,ca be llo,2
apure,sustantivo,neutro,singular,a pu re,2
tocuyo,sustantivo,neutro,singular,to cu yo,2
valle,sustantivo,neutro,singular,va lle,1
lucía,sustantivo,neutro,singular,lu cí a,2
ejido,sustantivo,neutro,singular,e ji do,2
carlos,sustantivo,neutro,singular,car los,1
sandwich,sustantivo,neutro,singular,sand wich,2
morón,sustantivo,neutro,singular,mo rón,2
américa,sustantivo,neutro,singular,a mé ri ca,2
andorra,sustantivo,neutro,singular,an do rra,2
arabia,sustantivo,neutro,singular,a ra bia,2
argentina,sustantivo,neutro,singular,ar gen ti na,3
barbados,sustantivo,neutro,singular,bar ba dos,2
bélgica,sustantivo,neutro,singular,bél gi ca,1
canadá,sustantivo,neutro,singular,ca na dá,3
catar,sustantivo,neutro,singular,ca tar,2
chile,sustantivo,neutro,singular,chi le,1
china,sustantivo,neutro,singular,chi na,1
congo,sustantivo,neutro,singular,con go,1
corea,sustantivo,neutro,singular,co re a,2
dominica,sustantivo,neutro,singular,do mi ni ca,3
egipto,sustantivo,neutro,singular,e gip to,2
españa,sustantivo,neutro,singular,es pa ña,2
estonia,sustantivo,neutro,singular,es to nia,2
etiopía,sustantivo,neutro,singular,e tio pí a,3
europa,sustantivo,neutro,singular,eu ro pa,2
filipinas,sustantivo,neutro,singular,fi li pi nas,3
francia,sustantivo,neutro,singular,fran cia,1
granada,sustantivo,neutro,singular,gra na da,2
granadinas,sustantivo,neutro,singular,gra na di nas,3
india,sustantivo,neutro,singular,in dia,1
islandia,sustantivo,neutro,singular,is lan dia,2
japón,sustantivo,neutro,singular,ja pón,2
marianas,sustantivo,neutro,singular,ma ria nas,2
marruecos,sustantivo,neutro,singular,ma rrue cos,2
nicaragua,sustantivo,neutro,singular,ni ca ra gua,3
noruega,sustantivo,neutro,singular,no rue ga,2
paraguay,sustantivo,neutro,singular,pa ra guay,3
polonia,sustantivo,neutro,singular,po lo nia,2
salomón,sustantivo,neutro,singular,sa lo món,3
serbia,sustantivo,neutro,singular,ser bia,1
tomé,sustantivo,neutro,singular,to mé,2
tonga,sustantivo,neutro,singular,ton ga,1
túnez,sustantivo,neutro,singular,tú nez,1
turquía,sustantivo,neutro,singular,tur quí a,2
venecia,sustantivo,neutro,singular,ve ne cia,2
venezuela,sustantivo,neutro,singular,ve ne zue la,3
afín,sustantivo,neutro,singular,a fín,2
afines,sustantivo,neutro,plural,a fi nes,2
agente,sustantivo,neutro,singular,a gen te,2
agentes,sustantivo,neutro,plural,a gen tes,2
agrícola,sustantivo,neutro,singular,a grí co la,2
agrícolas,sustantivo,neutro,plural,a grí co las,2
aguafiestas,sustantivo,neutro,singular,a gua fies tas,3
aguafuertista,sustantivo,neutro,singular,a gua fuer tis ta,4
aguafuertistas,sustantivo,neutro,plural,a gua fuer tis tas,4
aimara,sustantivo,neutro,singular,ai ma ra,2
aimaras,sustantivo,neutro,plural,ai ma ras,2
ajedrecista,sustantivo,neutro,singular,a je dre cis ta,4
ajedrecistas,sustantivo,neutro,plural,a je dre cis tas,4
alborotapueblos,sustantivo,neutro,singular,al bo ro ta pue blos,5
almacenista,sustantivo,neutro,singular,al ma ce nis ta,4
almacenistas,sustantivo,neutro,plural,al ma ce nis tas,4
amante,sustantivo,neutro,singular,a man te,2
amantes,sustantivo,neutro,plural,a man tes,2
anestesista,sustantivo,neutro,singular,a nes te sis ta,4
anestesistas,sustantivo,neutro,plural,a nes te sis tas,4
aparcacoches,sustantivo,neutro,singular,a par ca co ches,4
aristócrata,sustantivo,neutro,singular,a ris tó cra ta,3
aristócratas,sustantivo,neutro,plural,a ris tó cra tas,3
ascendiente,sustantivo,neutro,singular,as cen dien te,3
ascendientes,sustantivo,neutro,plural,as cen dien tes,3
ascensorista,sustantivo,neutro,singular,as cen so ris ta,4
ascensoristas,sustantivo,neutro,plural,as cen so ris tas,4
ausente,sustantivo,neutro,singular,au sen te,2
ausentes,sustantivo,neutro,plural,au sen tes,2
automovilista,sustantivo,neutro,singular,au to mo vi lis ta,5
automovilistas,sustantivo,neutro,plural,au to mo vi lis tas,5
auxiliar,sustantivo,neutro,singular,au xi liar,3
auxiliares,sustantivo,neutro,plural,au xi lia res,3
ayudante,sustantivo,neutro,singular,a yu dan te,3
ayudantes,sustantivo,neutro,plural,a yu dan tes,3
azotacalles,sustantivo,neutro,singular,a zo ta ca lles,4
azulgrana,sustantivo,neutro,singular,a zul gra na,3
azulgranas,sustantivo,neutro,plural,a zul gra nas,3
base,sustantivo,neutro,singular,ba se,1
bases,sustantivo,neutro,plural,ba ses,1
batería,sustantivo,neutro,singular,ba te rí a,3
baterías,sustantivo,neutro,plural,ba te rí as,3
blaugrana,sustantivo,neutro,singular,blau gra na,2
blaugranas,sustantivo,neutro,plural,blau gra nas,2
bocaza,sustantivo,neutro,singular,bo ca za,2
bocazas,sustantivo,neutro,plural,bo ca zas,2
boceras,sustantivo,neutro,singular,bo ce ras,2
boga,sustantivo,neutro,singular,bo ga,1
bogas,sustantivo,neutro,plural,bo gas,1
burócrata,sustantivo,neutro,singular,bu ró cra ta,2
burócratas,sustantivo,neutro,plural,bu ró cra tas,2
buscavida,sustantivo,neutro,singular,bus ca vi da,3
buscavidas,sustantivo,neutro,plural,bus ca vi das,3
cabeza,sustantivo,neutro,singular,ca be za,2
cabezas,sustantivo,neutro,plural,ca be zas,2
cabo,sustantivo,neutro,singular,ca bo,1
cabos,sustantivo,neutro,plural,ca bos,1
camarada,sustantivo,neutro,singular,ca ma ra da,3
camaradas,sustantivo,neutro,plural,ca ma ra das,3
cámara,sustantivo,neutro,singular,cá ma ra,1
cámaras,sustantivo,neutro,plural,cá ma ras,1
cantante,sustantivo,neutro,singular,can tan te,2
cantantes,sustantivo,neutro,plural,can tan tes,2
capitalista,sustantivo,neutro,singular,ca pi ta lis ta,4
capitalistas,sustantivo,neutro,plural,ca pi ta lis tas,4
carambolista,sustantivo,neutro,singular,ca ram bo lis ta,4
carambolistas,sustantivo,neutro,plural,ca ram bo lis tas,4
carapacho,sustantivo,neutro,singular,ca ra pa cho,3
carapachos,sustantivo,neutro,plural,ca ra pa chos,3
cartelista,sustantivo,neutro,singular,car te lis ta,3
cartelistas,sustantivo,neutro,plural,car te lis tas,3
carterista,sustantivo,neutro,singular,car te ris ta,3
carteristas,sustantivo,neutro,plural,car te ris tas,3
catacaldos,sustantivo,neutro,singular,ca ta cal dos,3
catasalsas,sustantivo,neutro,singular,ca ta sal sas,3
causahabiente,sustantivo,neutro,singular,cau sa ha bien te,4
causahabientes,sustantivo,neutro,plural,cau sa ha bien tes,4
causante,sustantivo,neutro,singular,cau san te,2
causantes,sustantivo,neutro,plural,cau san tes,2
centrocampista,sustantivo,neutro,singular,cen tro cam pis ta,4
centrocampistas,sustantivo,neutro,plural,cen tro cam pis tas,4
censurista,sustantivo,neutro,singular,cen su ris ta,3
censuristas,sustantivo,neutro,plural,cen su ris tas,3
ceramista,sustantivo,neutro,singular,ce ra mis ta,3
ceramistas,sustantivo,neutro,plural,ce ra mis tas,3
chapa,sustantivo,neutro,singular,cha pa,1
chapas,sustantivo,neutro,plural,cha pas,1
chinche,sustantivo,neutro,singular,chin che,1
chinches,sustantivo,neutro,plural,chin ches,1
cicerone,sustantivo,neutro,singular,ci ce ro ne,3
cicerones,sustantivo,neutro,plural,ci ce ro nes,3
cineasta,sustantivo,neutro,singular,ci ne as ta,3
cineastas,sustantivo,neutro,plural,ci ne as tas,3
clave,sustantivo,neutro,singular,cla ve,1
claves,sustantivo,neutro,plural,cla ves,1
colega,sustantivo,neutro,singular,co le ga,2
colegas,sustantivo,neutro,plural,co le gas,2
comensal,sustantivo,neutro,singular,co men sal,3
comensales,sustantivo,neutro,plural,co men sa les,3
compareciente,sustantivo,neutro,singular,com pa re cien te,4
comparecientes,sustantivo,neutro,plural,com pa re cien tes,4
congresista,sustantivo,neutro,singular,con gre sis ta,3
congresistas,sustantivo,neutro,plural,con gre sis tas,3
conserje,sustantivo,neutro,singular,con ser je,2
conserjes,sustantivo,neutro,plural,con ser jes,2
contrabajo,sustantivo,neutro,singular,con tra ba jo,3
contrabajos,sustantivo,neutro,plural,con tra ba jos,3
contralto,sustantivo,neutro,singular,con tral to,2
contraltos,sustantivo,neutro,plural,con tral tos,2
contrapuntante,sustantivo,neutro,singular,con tra pun tan te,4
contrapuntantes,sustantivo,neutro,plural,con tra pun tan tes,4
contrarrelojista,sustantivo,neutro,singular,con tra rre lo jis ta,5
contrarrelojistas,sustantivo,neutro,plural,con tra rre lo jis tas,5
coronel,sustantivo,neutro,singular,co ro nel,3
coroneles,sustantivo,neutro,plural,co ro ne les,3
corresponsal,sustantivo,neutro,singular,co rres pon sal,4
corresponsales,sustantivo,neutro,plural,co rres pon sa les,4
cuentacuentos,sustantivo,neutro,singular,cuen ta cuen tos,3
curalotodo,sustantivo,neutro,singular,cu ra lo to do,4
curalotodos,sustantivo,neutro,plural,cu ra lo to dos,4
descendiente,sustantivo,neutro,singular,des cen dien te,3
descendientes,sustantivo,neutro,plural,des cen dien tes,3
desentierramuertos,sustantivo,neutro,singular,de sen tie rra muer tos,5
diamantista,sustantivo,neutro,singular,dia man tis ta,3
diamantistas,sustantivo,neutro,plural,dia man tis tas,3
doble,sustantivo,neutro,singular,do ble,1
dobles,sustantivo,neutro,plural,do bles,1
dorsal,sustantivo,neutro,singular,dor sal,2
dorsales,sustantivo,neutro,plural,dor sa les,2
entremesista,sustantivo,neutro,singular,en tre me sis ta,4
entremesistas,sustantivo,neutro,plural,en tre me sis tas,4
escolar,sustantivo,neutro,singular,es co lar,3
escolares,sustantivo,neutro,plural,es co la res,3
escucha,sustantivo,neutro,singular,es cu cha,2
escuchas,sustantivo,neutro,plural,es cu chas,2
esperantista,sustantivo,neutro,singular,es pe ran tis ta,4
esperantistas,sustantivo,neutro,plural,es pe ran tis tas,4
espía,sustantivo,neutro,singular,es pí a,2
espías,sustantivo,neutro,plural,es pí as,2
esteticista,sustantivo,neutro,singular,es te ti cis ta,4
esteticistas,sustantivo,neutro,plural,es te ti cis tas,4
estratega,sustantivo,neutro,singular,es tra te ga,3
estrategas,sustantivo,neutro,plural,es tra te gas,3
farfulla,sustantivo,neutro,singular,far fu lla,2
farfullas,sustantivo,neutro,plural,far fu llas,2
figurante,sustantivo,neutro,singular,fi gu ran te,3
figurantes,sustantivo,neutro,plural,fi gu ran tes,3
figura,sustantivo,neutro,singular,fi gu ra,2
figuras,sustantivo,neutro,plural,fi gu ras,2
finalista,sustantivo,neutro,singular,fi na lis ta,3
finalistas,sustantivo,neutro,plural,fi na lis tas,3
fisioterapeuta,sustantivo,neutro,singular,fi sio te ra peu ta,5
fisioterapeutas,sustantivo,neutro,plural,fi sio te ra peu tas,5
floretista,sustantivo,neutro,singular,flo re tis ta,3
floretistas,sustantivo,neutro,plural,flo re tis tas,3
florista,sustantivo,neutro,singular,flo ris ta,2
floristas,sustantivo,neutro,plural,flo ris tas,2
gallina,sustantivo,neutro,singular,ga lli na,2
gallinas,sustantivo,neutro,plural,ga lli nas,2
gatera,sustantivo,neutro,singular,ga te ra,2
gateras,sustantivo,neutro,plural,ga te ras,2
general,sustantivo,neutro,singular,ge ne ral,3
generales,sustantivo,neutro,plural,ge ne ra les,3
guardabarrera,sustantivo,neutro,singular,guar da ba rre ra,4
guardabarreras,sustantivo,neutro,plural,guar da ba rre ras,4
guardacabras,sustantivo,neutro,singular,guar da ca bras,3
guardaespaldas,sustantivo,neutro,singular,guar da es pal das,4
guardagujas,sustantivo,neutro,singular,guar da gu jas,3
guardarropa,sustantivo,neutro,singular,guar da rro pa,3
guardarropas,sustantivo,neutro,plural,guar da rro pas,3
guarda,sustantivo,neutro,singular,guar da,1
guardas,sustantivo,neutro,plural,guar das,1
guía,sustantivo,neutro,singular,guí a,1
guías,sustantivo,neutro,plural,guí as,1
guitarra,sustantivo,neutro,singular,gui ta rra,2
guitarras,sustantivo,neutro,plural,gui ta rras,2
heraldista,sustantivo,neutro,singular,he ral dis ta,3
heraldistas,sustantivo,neutro,plural,he ral dis tas,3
hincha,sustantivo,neutro,singular,hin cha,1
hinchas,sustantivo,neutro,plural,hin chas,1
hippie,sustantivo,neutro,singular,hip pie,1
hippies,sustantivo,neutro,plural,hip pies,1
hispanoparlante,sustantivo,neutro,singular,his pa no par lan te,5
hispanoparlantes,sustantivo,neutro,plural,his pa no par lan tes,5
hojaldrista,sustantivo,neutro,singular,ho jal dris ta,3
hojaldristas,sustantivo,neutro,plural,ho jal dris tas,3
humorista,sustantivo,neutro,singular,hu mo ris ta,3
humoristas,sustantivo,neutro,plural,hu mo ris tas,3
informal,sustantivo,neutro,singular,in for mal,3
informales,sustantivo,neutro,plural,in for ma les,3
integrista,sustantivo,neutro,singular,in te gris ta,3
integristas,sustantivo,neutro,plural,in te gris tas,3
intocable,sustantivo,neutro,singular,in to ca ble,3
intocables,sustantivo,neutro,plural,in to ca bles,3
jerarca,sustantivo,neutro,singular,je rar ca,2
jerarcas,sustantivo,neutro,plural,je rar cas,2
jeta,sustantivo,neutro,singular,je ta,1
jetas,sustantivo,neutro,plural,je tas,1
juzgamundos,sustantivo,neutro,singular,juz ga mun dos,3
lameculos,sustantivo,neutro,singular,la me cu los,3
lameplatos,sustantivo,neutro,singular,la me pla tos,3
lavacaras,sustantivo,neutro,singular,la va ca ras,3
lavaplatos,sustantivo,neutro,singular,la va pla tos,3
machaca,sustantivo,neutro,singular,ma cha ca,2
machacas,sustantivo,neutro,plural,ma cha cas,2
magiar,sustantivo,neutro,singular,ma giar,2
magiares,sustantivo,neutro,plural,ma gia res,2
mamarrachista,sustantivo,neutro,singular,ma ma rra chis ta,4
mamarrachistas,sustantivo,neutro,plural,ma ma rra chis tas,4
mangante,sustantivo,neutro,singular,man gan te,2
mangantes,sustantivo,neutro,plural,man gan tes,2
mano,sustantivo,neutro,singular,ma no,1
manos,sustantivo,neutro,plural,ma nos,1
marchante,sustantivo,neutro,singular,mar chan te,2
marchantes,sustantivo,neutro,plural,mar chan tes,2
marmolista,sustantivo,neutro,singular,mar mo lis ta,3
marmolistas,sustantivo,neutro,plural,mar mo lis tas,3
maronita,sustantivo,neutro,singular,ma ro ni ta,3
maronitas,sustantivo,neutro,plural,ma ro ni tas,3
marquista,sustantivo,neutro,singular,mar quis ta,2
marquistas,sustantivo,neutro,plural,mar quis tas,2
máscara,sustantivo,neutro,singular,más ca ra,1
máscaras,sustantivo,neutro,plural,más ca ras,1
maula,sustantivo,neutro,singular,mau la,1
maulas,sustantivo,neutro,plural,mau las,1
